Unique ID,Surgery Name,Surgery Address 1,Surgery Address 2,Surgery Town,Surgery County,Surgery Post Code,Surgery Email,Surgery Telephone,TEVA Account No,TEVA Manager,Total Patients,Total Patients (Dispensing),Wholesaler Name,Wholesale Account,Wholesale Depot,Discount Axsain 45g,Discount Braltus Zonda 10mcg,Discount DuoResp Spiromax 160mcg/4.5mcg,Discount DuoResp Spiromax 320mcg/9mcg,Discount Qvar MDI 50mcg,Discount Qvar MDI 100mcg,Discount Qvar Easi-Breathe 50mcg,Discount Qvar Easi-Breathe 100mcg,Discount Zacin 45g,Authorised Signatory,Marketing Consent,Terms Agreement,Date Created,Activated,Date Activated,Sending bank details,
62316b06-affc-4b31-90a6-5f568d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2022-03-16,No,,Yes,
62316b03-2b2c-45ad-9098-6b098d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2022-03-16,No,,Yes,
62316aff-1790-42cf-a6a8-61aa8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2022-03-16,No,,Yes,
62316afa-1da0-4653-b3b4-60a88d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2022-03-16,No,,Yes,
62316af6-3514-446a-ba3d-5f568d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2022-03-16,No,,Yes,
62316af2-1788-4411-9548-61aa8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2022-03-16,No,,Yes,
62316aed-e548-41d6-853a-68dc8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2022-03-16,No,,Yes,
62316ae9-95c8-451d-8c2c-60a88d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2022-03-16,No,,Yes,
62316ae4-efe4-4264-a9a0-61aa8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2022-03-16,No,,Yes,
62316ae0-8d4c-4f66-bb97-61aa8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2022-03-16,No,,Yes,
62316adb-5778-4991-91b3-6b098d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2022-03-16,No,,Yes,
62316ad6-47d0-4dd5-8c7a-61aa8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2022-03-16,No,,Yes,
62316ad2-0ba8-4c59-8571-6b098d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2022-03-16,No,,Yes,
62316ace-ba20-477e-af94-60a88d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2022-03-16,No,,Yes,
62316aca-fdd8-4369-82d4-6b098d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2022-03-16,No,,Yes,
62316ac7-7d8c-441d-a3f9-68dc8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2022-03-16,No,,Yes,
62316ac3-abc0-46c4-8af9-68dc8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2022-03-16,No,,Yes,
62316abf-b0d0-482e-bbe8-60a88d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2022-03-16,No,,Yes,
62316aba-beb8-47c6-893e-61aa8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2022-03-16,No,,Yes,
62316ab6-029c-41ef-8339-60a88d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2022-03-16,No,,Yes,
62316ab2-c308-497a-9f76-61aa8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2022-03-16,No,,Yes,
62316aae-ec40-428a-a17e-68dc8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2022-03-16,No,,Yes,
62316aaa-9ed4-458e-811a-5f568d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2022-03-16,No,,Yes,
62316aa5-16a8-411f-96ac-60a88d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2022-03-16,No,,Yes,
62316aa0-e540-4468-9fdc-68dc8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2022-03-16,No,,Yes,
62316a99-8c84-4f03-a989-61aa8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2022-03-16,No,,Yes,
62316a94-b05c-4b93-8c49-60a88d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2022-03-16,No,,Yes,
62316a8f-13bc-44eb-bca1-6b098d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2022-03-16,No,,Yes,
62316a8a-dc70-4ccb-9bb0-61aa8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2022-03-16,No,,Yes,
62316a85-e224-407a-b593-61aa8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2022-03-16,No,,Yes,
62316a7f-0274-45c1-8f21-68dc8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2022-03-16,No,,Yes,
62316a7b-5030-4737-be53-61aa8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2022-03-16,No,,Yes,
62316a75-92cc-45ae-b3a8-60a88d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2022-03-16,No,,Yes,
62316a71-3634-435e-b22f-60a88d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2022-03-16,No,,Yes,
62316a6d-1c1c-431d-8ee0-60a88d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2022-03-16,No,,Yes,
62316a69-5524-407f-a7c0-60a88d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2022-03-16,No,,Yes,
62316a64-313c-4f27-a3d5-5f568d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2022-03-16,No,,Yes,
62316a60-ac74-4d23-828b-61aa8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2022-03-16,No,,Yes,
62316a5a-50b0-4c5e-aee6-61aa8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2022-03-16,No,,Yes,
62316a55-dec4-4dc7-bf18-5f568d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2022-03-16,No,,Yes,
62316a4f-b2d8-4ffb-a131-5f568d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2022-03-16,No,,Yes,
62316a4b-33a4-4eb2-95da-08e88d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2022-03-16,No,,Yes,
62316a47-f060-47b4-8632-07b08d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2022-03-16,No,,Yes,
62316a43-d970-4863-ba39-07b08d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2022-03-16,No,,Yes,
62316a3e-f258-43ff-9d6b-07b08d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2022-03-16,No,,Yes,
62316a38-51bc-4176-acf0-05008d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2022-03-16,No,,Yes,
62316a32-de7c-4680-b141-05008d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2022-03-16,No,,Yes,
62316a2b-cefc-4944-84b4-07af8d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2022-03-16,No,,Yes,
62316a25-be4c-4311-83f0-07b08d00a510,vRhxZFSn,3137 Laguna Street,3137 Laguna Street,San Francisco,NY,94102,sample@email.tst,555-666-0606,4111111111111111,vRhxZFSn,1,1,DE Group,4111111111111111,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2022-03-16,No,,Yes,
